Name,Season,Team,ip,era,fip,war,split,xra9_lin,xra9_rf,xra9_xgb,xWAR_lin,xWAR_rf,xWAR_xgb
Ryne Nelson,2023,ARI,138.1,5.53,5.17,0.6,train,4.887913990193375,5.130042350044917,5.421735,0.745307301684057,0.6301631365039293,0.5678072324658175
Drew Smyly,2023,CHC,113.2,5.62,5.38,0.5,train,4.816337873496612,5.20885729135612,5.512725,0.6933311816816239,0.43712248850960983,0.38852630263042975
MacKenzie Gore,2023,WSN,136.1,4.42,4.89,1.2,train,4.959258110679717,4.568142515569852,4.502165,0.6357583927189012,1.3017905161535992,1.4940112573097983
Graham Ashcraft,2023,CIN,145.2,4.76,5.06,1.4,train,5.005564528889236,4.760244692116708,4.689506,0.609883347423492,1.1405344303007576,1.3908082116471756
Tony Gonsolin,2023,LAD,103.0,4.98,5.43,0.4,train,4.842933097801337,5.017337307055663,4.958378,0.6029976642664343,0.5733350075704837,0.7798238053017137
David Peterson,2023,NYM,103.0,5.24,4.46,1.0,train,4.869123734859703,4.807238353228541,5.2138186,0.5755612824473126,0.7659694809178759,0.5833838226568406
Rich Hill,2023,2 Tms,135.2,5.57,4.99,0.5,train,5.030459498072315,5.197954131950715,5.4095488,0.5336483965685802,0.5351976801825168,0.5681847424406218
Taj Bradley,2023,TBR,102.2,5.52,4.72,0.9,train,4.914620144052713,5.046726518341153,5.4517436,0.5238006580980165,0.5421449788525622,0.39730378852638604
Lance Lynn,2023,2 Tms,183.2,5.73,5.53,0.5,train,5.140783627469039,5.384756974782966,5.6671844,0.5175489301211906,0.42057225488195216,0.4175087766260985
Kyle Freeland,2023,COL,155.2,5.03,5.3,1.2,train,5.115235406956481,5.399206225303782,5.1024537,0.47877456607121494,0.33633038224719086,1.00808583036301
Martín Pérez,2023,TEX,108.1,4.98,5.3,0.1,test,5.006807728662733,4.809160532988834,5.1121416,0.4526854553820528,0.8020464622033062,0.6943334455163085
Trevor Williams,2023,WSN,144.1,5.55,5.98,-0.2,train,5.237095944208178,5.316060053539407,5.4595537,0.26593676835431684,0.41893031304418854,0.551787767292649
Austin Gomber,2023,COL,139.0,5.5,5.43,0.9,train,5.2856178783456205,5.593327262886232,5.5058236,0.18792907964297836,0.061030757488586065,0.48423954307319306
Michael Kopech,2023,CHW,126.2,5.12,6.44,-0.9,test,5.312247801748477,4.746434101986828,4.446238,0.13644332002437065,1.0068056836979755,1.4380324464276286
Patrick Corbin,2023,WSN,180.0,5.2,5.28,0.8,train,5.3541069773946095,5.34245172706257,5.3794107,0.11797872935769878,0.4810119577433979,0.7969622111709171
Ken Waldichuk,2023,OAK,103.0,5.33,5.86,-0.5,test,5.313473917841268,4.808914370658723,5.1009083,0.11007580171958575,0.7644327824760087,0.6702145061585142
Adam Wainwright,2023,STL,101.0,7.4,5.99,-0.4,test,5.549419820283424,5.379315096229948,5.6170096,-0.13443075626701154,0.23675834654726285,0.2680130956413513
Luke Weaver,2023,3 Tms,114.0,6.47,5.84,0.3,test,5.7870358522563325,5.208811216889863,5.5513706,-0.4272353351879255,0.44025844945179826,0.3583786482483478
Chris Sale,2024,ATL,177.2,2.38,2.09,6.4,train,1.9050904616650728,2.3838439897129104,2.3263447,6.332022374184703,5.14038126218284,4.823831067290544
Tarik Skubal,2024,DET,192.0,2.39,2.49,6.0,train,2.1911782263614654,2.4836932387157105,2.489778,6.302226549405876,5.399058366985482,4.992439473573632
Zack Wheeler,2024,PHI,200.0,2.57,3.13,5.4,train,2.791450627085621,2.635959300775862,2.6599233,5.343801726156115,5.3529338078704365,4.946388344864742
Cole Ragans,2024,KCR,186.1,3.14,2.99,4.9,train,2.729202596363698,2.995851008983745,3.0787528,5.090226562775191,4.3847060922191705,4.020663752946596
Dylan Cease,2024,SDP,189.1,3.47,3.1,4.7,train,2.8871924514281613,3.3338435166840226,3.370783,4.868429348736816,3.8864425682407857,3.673170056335979
Logan Gilbert,2024,SEA,208.2,3.23,3.27,4.0,test,3.1288007986115023,3.600741406679426,3.250673,4.848557198648511,3.7843409133147996,4.230885558439029
Seth Lugo,2024,KCR,206.2,3.0,3.25,4.7,train,3.141678087609682,3.005130451268785,2.8419962,4.774975465337328,4.8412499259909625,4.819417756569901
George Kirby,2024,SEA,191.0,3.53,3.26,4.1,train,3.0537871623310826,3.4225531992157516,3.523576,4.593723282519129,3.774665591699288,3.492185636263213
Logan Webb,2024,SFG,204.2,3.47,2.95,4.4,train,3.2506792605466703,3.346264406742349,3.3479173,4.502285404451685,4.174204722989229,4.001341121776301
Corbin Burnes,2024,BAL,194.1,2.92,3.55,3.8,test,3.152701842319611,3.413038651577329,3.4679735,4.473013653076166,3.852369220838239,3.629444259993795
Paul Skenes,2024,PIT,133.0,1.96,2.44,4.3,train,2.148867948505643,2.2353436946582925,2.0593333,4.4228371322194135,4.034000190483628,3.885740892214447
Cristopher Sánchez,2024,PHI,181.2,3.32,3.0,4.7,train,3.125189673183142,3.358413943166847,3.2917929,4.226436712088717,3.684447489308342,3.626581277478512
Max Fried,2024,ATL,174.1,3.25,3.33,3.4,train,3.1000073198861653,3.3062731341121205,3.2202919,4.105421419433967,3.6208860453082203,3.5774224601023206
Hunter Greene,2024,CIN,150.1,2.75,3.47,3.7,test,2.8064196527793213,2.6331162554945116,2.9040036,3.9876715342474216,4.021175543515747,3.4387275179474672
Garrett Crochet,2024,CHW,146.0,3.58,2.69,4.6,train,2.756699175837909,3.489340605503926,3.5098188,3.9525775949539717,2.798546352565187,2.6844157643715776
Bailey Ober,2024,MIN,178.2,3.98,3.82,3.0,train,3.2451321064316243,3.7717616071877136,3.8646195,3.9390803311908766,2.9677604436739173,2.804400848090696
Tanner Houck,2024,BOS,178.2,3.12,3.32,3.9,train,3.274372745326483,3.1777973104069117,3.1557302,3.8860849392623993,3.909955747688816,3.7475679286272428
Blake Snell,2024,SFG,104.0,3.12,2.43,3.1,train,1.7949209323484663,2.8938406666666507,3.0331757,3.8328412711416022,2.5447850265630265,2.2822951771875664
Michael King,2024,SDP,170.1,2.85,3.27,4.0,train,3.2347184198779244,2.8757252431850957,2.8698206,3.778046976041071,4.189621656834165,3.940331815300932
Tyler Glasnow,2024,LAD,134.0,3.49,2.9,3.9,train,2.777480800875308,3.3535899530936426,3.4268231,3.599385946930688,2.7304559743826067,2.5468141393670582
Bryce Miller,2024,SEA,180.1,2.94,3.58,2.7,train,3.4603979593376595,3.182192538666864,3.0750947,3.5867743916596404,3.9445979770553055,3.895953499956299
Justin Steele,2024,CHC,134.2,3.07,3.23,3.0,train,2.8662435855964734,3.020439257785755,3.0613291,3.483607169659642,3.132515760649925,2.916829680354252
Shota Imanaga,2024,CHC,173.1,2.91,3.72,3.1,test,3.4589728402965543,3.740526612728186,3.9393609,3.449875118470984,2.9309540438722466,2.6275438868097125
Michael Wacha,2024,KCR,166.2,3.35,3.65,3.3,test,3.4355794609712325,3.218857625223786,3.5717812,3.3519012431440576,3.585911874874781,2.9789327028987493
Sean Manaea,2024,NYM,181.2,3.47,3.83,2.8,train,3.611385377873864,3.553039520717506,3.555746,3.3304267007155324,3.3705188027351856,3.2694830570961875
Brandon Pfaadt,2024,ARI,181.2,4.71,3.61,3.1,test,3.6119478461653642,3.743785062555388,3.5087962,3.329390127962211,3.0628485665183405,3.3330008023352153
Hunter Brown,2024,HOU,165.0,3.55,3.6,3.1,train,3.437632241243154,3.643336530396049,3.5716348,3.32425494294433,2.9365545598247063,2.9576045047284483
Tanner Bibee,2024,CLE,173.2,3.47,3.56,3.3,train,3.536546655692054,3.4051335379599603,3.5086787,3.3152190719883596,3.449747658588701,3.186000446882562
Yusei Kikuchi,2024,2 Tms,175.2,4.05,3.46,3.6,train,3.607726469214426,3.800564304006546,3.8791766,3.2266673950374223,2.8728781050033483,2.738146728190188
Sonny Gray,2024,STL,166.1,3.84,3.12,3.8,test,3.5088487946447104,3.5149360219060934,3.7405381,3.226108745578549,3.1459810087932087,2.7678573608912456
Erick Fedde,2024,2 Tms,177.1,3.3,3.86,3.4,test,3.6308783896123122,3.612626714057208,3.6724994,3.2199585368576056,3.2003156389088163,3.041124906846086
Pablo López,2024,MIN,185.1,4.08,3.65,3.2,train,3.7203704912728757,4.040917123904764,4.110103,3.1969365149688658,2.639184984744702,2.573729653276427
Framber Valdez,2024,HOU,176.1,2.91,3.25,3.7,train,3.668977732650136,3.1685426264838665,2.9756591,3.1335398791045845,3.8783863702891996,3.9401633759785435
Zac Gallen,2024,ARI,148.0,3.65,3.38,2.8,train,3.410613356351363,3.5413072215582972,3.6170883,3.0224258097767382,2.7684191117265393,2.602655215925426
Luis Severino,2024,NYM,182.0,3.91,4.21,2.1,train,3.7863219791207428,3.9263707498558884,3.9250124,3.021316569670106,2.780562328297728,2.7821375967260304
Kevin Gausman,2024,TOR,181.0,3.83,3.77,3.0,train,3.788268863262621,3.6385231826781177,3.8074522,3.001131976772183,3.2290666674869626,2.9257208889023323
Joe Ryan,2024,MIN,135.0,3.6,3.44,3.1,train,3.272664600503872,3.5917311531393716,3.605701,2.9463490613333967,2.46465124480038,2.385521416035201
Reynaldo López,2024,ATL,134.2,2.0,2.94,3.5,train,3.2837651959188987,2.4897277947069347,2.1246274,2.9137381786611085,3.766507909020384,3.8553775001984136
Freddy Peralta,2024,MIL,173.2,3.68,4.16,2.3,test,3.768231818711034,4.4388067067865284,4.415192,2.9070973959511273,1.856057002288612,2.0137384461916423
Zach Eflin,2024,2 Tms,165.1,3.59,3.77,2.8,train,3.7148365119692395,3.6645958260879428,3.6244206,2.8608008799916833,2.9070901307271106,2.894329011249497
Bryan Woo,2024,SEA,121.1,2.89,3.4,2.2,train,3.0980617327230213,3.218239159609743,2.981709,2.858034043839208,2.6135062222248933,2.704091457188236
Luis Castillo,2024,SEA,175.1,3.64,3.91,2.3,test,3.8366866212852617,3.8700310173485133,3.701195,2.817079790584862,2.762961439421563,2.969266420409688
Jack Flaherty,2024,2 Tms,162.0,3.17,3.48,3.3,train,3.7382166321974566,3.4637300884225577,3.1946146,2.7685633671923124,3.142168655493813,3.3598479859586696
Ranger Suarez,2024,PHI,150.2,3.46,3.37,3.4,train,3.6080794994172702,3.4075537487683216,3.4187093,2.7657018178000987,2.9884043835862393,2.863811698881918
Luis Gil,2024,NYY,151.2,3.5,4.14,2.1,train,3.6445955535472505,3.685879726469895,3.5961683,2.727961474293292,2.633691359139848,2.6825454116180056
Carlos Rodón,2024,NYY,175.0,3.96,4.39,1.6,train,3.8873348866624866,4.068841963466842,3.9693115,2.725325009183448,2.451676352879203,2.6172513413308733
Reese Olson,2024,DET,112.1,3.53,3.17,2.5,train,3.061096899395629,3.3080155550028785,3.3373022,2.6877727508675875,2.329687611622357,2.205507117162821
Andre Pallante,2024,STL,111.1,3.56,3.62,1.9,train,3.0637355774412818,3.642754963322818,3.5825572,2.660814624363238,1.9778552277513939,1.9823935380672302
MacKenzie Gore,2024,WSN,166.1,3.9,3.53,3.2,test,3.848763446608353,3.5582227905420547,4.1164384,2.6518824599888884,3.0819783973242676,2.30168683127788
Nathan Eovaldi,2024,TEX,170.2,3.8,3.83,2.6,test,3.9052588621870488,3.7245457661641437,3.5335112,2.6195464044367043,2.906062915049304,3.0992596545067252
Ronel Blanco,2024,HOU,165.1,2.83,4.2,2.1,test,3.8674857179635174,4.015168243794056,3.834032,2.6044792984789944,2.391864200127437,2.635945645493796
Matt Waldron,2024,SDP,142.2,4.79,4.11,1.9,train,3.6294635135756366,4.3316974007081885,4.478874,2.5874675166072425,1.659434074343447,1.5857005047182324
JP Sears,2024,OAK,180.2,4.38,4.71,1.2,train,4.028401628824162,4.335650835696702,4.391664,2.5477689347814367,2.096541754833236,2.1267802391675565
Jameson Taillon,2024,CHC,165.1,3.27,3.92,2.3,train,3.9091492447904788,3.6375700198257386,3.4738812,2.5345198052859317,2.9468091601726147,3.079895604671363
Kutter Crawford,2024,BOS,183.2,4.36,4.65,1.8,train,4.061272675865318,4.263207292777004,4.373219,2.5289379409099926,2.249585629417544,2.1874166414802123
Aaron Nola,2024,PHI,199.1,3.57,3.94,3.1,train,4.199678182241679,3.9247250291892133,3.6054344,2.468160901364042,3.0447297218360436,3.5185985630457663
Nestor Cortes,2024,NYY,170.0,3.86,3.87,2.8,test,4.011097107997458,3.7541706465375433,3.8973494,2.4334749416974413,2.857817035452608,2.6338115534800495
Spencer Schwellenbach,2024,ATL,123.2,3.35,3.29,2.7,test,3.4979076090655576,3.4315641910637713,3.316111,2.406584767123171,2.4248758616091672,2.4433861213050956
Ryan Feltner,2024,COL,162.1,4.49,4.16,2.5,train,3.9846066491717567,4.149837538362564,4.3277617,2.3640632334792477,2.154078971573089,1.9904977462306284
Ryan Pepiot,2024,TBR,130.0,3.6,3.95,1.9,train,3.6554209953828565,3.685075702423249,3.6318474,2.331156460147726,2.265347607249557,2.271790735693031
José Soriano,2024,LAA,107.0,3.36,3.54,2.0,train,3.3245491373064118,3.519289527864162,3.4267163,2.278791269160069,2.0224636475381557,2.0337354268883647
Nick Pivetta,2024,BOS,139.2,4.19,4.15,1.8,train,3.820993767301614,4.098176405414516,4.184742,2.261723000145209,1.9137846287305418,1.857939138348029
Chris Bassitt,2024,TOR,171.0,4.16,4.08,2.3,train,4.128511497402806,4.0280759610948795,4.287152,2.243587032751255,2.457691657568549,2.151632539017897
Mitchell Parker,2024,WSN,151.0,4.29,3.85,2.4,train,3.958107794985562,3.937265090024206,4.103983,2.242876663228992,2.2923063652312297,2.106484910646587
Dean Kremer,2024,BAL,129.2,4.1,4.32,1.4,train,3.713493305673744,4.002619279446255,3.9683046,2.240501986240347,1.8862003021736866,1.9332505152763768
Gavin Stone,2024,LAD,140.1,3.53,4.01,2.1,train,3.852206994620726,3.674488521021139,3.5764656,2.2318707581026835,2.4545512609706384,2.5062219372045758
Jose Quintana,2024,NYM,170.1,3.75,4.56,1.1,train,4.139611531437443,3.9929391769977833,3.9364967,2.212575543175587,2.4979598177309548,2.585643326235246
Nick Lodolo,2024,CIN,115.1,4.76,3.95,2.0,train,3.5449302872696764,4.154015854241329,4.323296,2.1933135727090547,1.5252346250480688,1.4172014797969663
David Peterson,2024,NYM,121.0,2.9,3.67,1.9,train,3.651900791135925,3.20527364247816,3.0997727,2.1741007883653545,2.62531331383747,2.595197857168933
Tyler Anderson,2024,LAA,179.1,3.81,4.66,1.5,train,4.246503400188818,4.044367204013757,3.888536,2.1349350273515926,2.5481355958260283,2.7865832378479913
Andrew Heaney,2024,TEX,157.2,4.34,4.05,2.2,train,4.087613573900221,4.056174799141284,4.224838,2.1279135172651826,2.220031602892977,2.051129659861299
Mitch Keller,2024,PIT,178.0,4.25,4.08,2.2,train,4.24664671371179,4.034343932203183,4.0797386,2.1215631920109943,2.548367303224897,2.515361658455102
Jake Irvin,2024,WSN,187.2,4.41,4.41,1.8,train,4.330689164884969,4.418916126921665,4.4499903,2.0712066585495523,2.0392303273659587,2.1278750183081
Zack Littell,2024,TBR,156.1,3.63,3.88,2.3,train,4.168874319375644,3.772479345439097,3.641088,1.9840123842701776,2.5987075186344204,2.717126632396619
Simeon Woods Richardson,2024,MIN,133.2,4.17,4.12,1.8,train,3.956433709480252,3.987905073467145,4.1594477,1.9807524876400646,1.9620433227970315,1.8030108549236556
Grayson Rodriguez,2024,BAL,116.2,3.86,3.66,2.0,test,3.747693344409103,3.881446330942299,3.7393665,1.9746463442370055,1.8217509055744077,1.9373501316367918
Taj Bradley,2024,TBR,138.0,4.11,4.09,1.5,train,4.0436511377441064,4.063115928325409,4.083343,1.9297184143141968,1.9403559827256296,1.9463980684547884
Ryne Nelson,2024,ARI,137.2,4.58,3.83,2.0,train,4.096377657649125,4.168259845032906,4.3152175,1.8449572339492422,1.8006939019663095,1.6975894604711566
Mitch Spence,2024,OAK,126.0,4.64,4.37,1.1,train,4.002914911250338,4.560910459976913,4.5035634,1.8141197446922912,1.2132960353710704,1.3818247782716087
Ben Lively,2024,CLE,151.0,3.81,4.66,0.8,train,4.237888867316619,4.045038349769788,3.9105847,1.8132029067169941,2.1474422355802343,2.324522817886035
Spencer Arrighetti,2024,HOU,142.2,4.61,4.17,1.7,train,4.184153113487545,4.484287397019623,4.5736895,1.785248097353073,1.466282365728344,1.4850350738961566
Tobias Myers,2024,MIL,133.0,3.11,4.05,1.9,train,4.104104021372485,3.614996582783537,3.4762201,1.7780276506301433,2.4005933473530665,2.478756293094072
Javier Assad,2024,CHC,147.0,3.73,4.64,1.0,train,4.2309811805150765,3.9082201912128625,3.773829,1.775498501697383,2.269589712122514,2.4130407463202523
Kyle Gibson,2024,STL,169.2,4.24,4.42,1.4,test,4.387097477666236,4.6346936511820385,4.456867,1.7749817273604762,1.518153407501208,1.9145840777540837
Brady Singer,2024,KCR,179.2,3.71,3.93,2.5,test,4.449398641782097,4.089643115574052,4.215225,1.766338547804253,2.4773349114829917,2.3510445738456256
Jared Jones,2024,PIT,121.2,4.14,4.0,1.8,train,4.00210204872854,4.0271579957415975,4.015293,1.7460124108172008,1.7429332389200158,1.7710242706980124
Charlie Morton,2024,ATL,165.1,4.19,4.46,1.1,train,4.409206544150886,4.262082276778941,4.247296,1.694846405190889,2.0289819367275768,2.1265244836235557
Brayan Bello,2024,BOS,162.1,4.49,4.19,2.0,train,4.419142084360663,4.529711013457234,4.5974813,1.647669524018692,1.605934699904152,1.664061729936784
Miles Mikolas,2024,STL,171.2,5.35,4.24,1.9,train,4.473197774718153,5.010498702546047,5.179973,1.6460452266105392,0.9633825454348818,1.0129251763879827
Andrew Abbott,2024,CIN,138.0,3.72,5.04,1.0,train,4.28749492061021,4.017046224864261,3.8648224,1.587475610932343,1.9969495928444503,2.171549181990782
Kyle Harrison,2024,SFG,124.1,4.56,4.33,0.8,train,4.16273029192135,4.299991193515557,4.350515,1.5850509625557945,1.483238029422986,1.5027966251006213
Marcus Stroman,2024,NYY,151.2,4.33,4.6,0.9,train,4.438365674098053,4.428174262407499,4.280612,1.507314471056119,1.6346097832334232,1.9098789250923296
José Berríos,2024,TOR,192.1,3.6,4.72,1.1,test,4.647196522573468,4.763990511986253,4.774254,1.5070419444597583,1.5025247800738442,1.7184921616371902
Alec Marsh,2024,KCR,128.0,4.57,4.36,1.3,train,4.284247265082302,4.345151412084575,4.3996944,1.4766690344212527,1.4783943260061283,1.5030239981331013
Bailey Falter,2024,PIT,142.1,4.43,4.3,1.7,train,4.5036937988426615,4.38431784828156,4.39608,1.3221821610628042,1.5917058460249622,1.6724262254044142
Chris Flexen,2024,CHW,147.1,5.13,4.9,1.2,train,4.540420136300743,4.741583418360107,5.061341,1.3137593914146206,1.179894595228631,1.0006268018794773
Aaron Civale,2024,2 Tms,161.0,4.36,4.74,0.9,train,4.653380572318163,4.521693042676033,4.54937,1.2529335158707222,1.6065280753482938,1.7106026550937377
Lance Lynn,2024,STL,117.1,3.84,4.31,1.3,test,4.3797203830842815,3.9035153481811498,4.198847,1.2372159159920841,1.8128563530912283,1.5506327706947034
Patrick Corbin,2024,WSN,174.2,5.62,4.41,1.7,train,4.7242668789626245,5.491205230096054,5.6384716,1.2300687917261028,0.23484420673089157,0.434342373646255
Trevor Rogers,2024,2 Tms,124.1,4.92,4.52,0.9,train,4.449532150238679,4.8111453892992655,4.9091663,1.2230603621636167,0.9185655695968437,0.985171610100699
Albert Suárez,2024,BAL,122.0,3.76,4.25,1.5,train,4.511225458227054,3.970141849469251,3.8577008,1.1258145957585783,1.8163576971769353,1.9262622711378463
Frankie Montas,2024,2 Tms,150.2,4.84,4.71,1.3,test,4.684534559502241,4.7754490926918205,4.870875,1.1212945507932688,1.1594802137415015,1.2353084670751684
Austin Gomber,2024,COL,165.0,4.75,4.83,1.3,train,4.795419260398676,4.749213581016443,4.8162823,1.0457018757596197,1.3122641313090424,1.4242842849567652
Joey Estes,2024,OAK,125.0,5.11,4.93,0.7,train,4.6057015842619515,4.880128595071586,5.0145345,1.0333895363870544,0.8484687404646504,0.8939781762099852
Michael Lorenzen,2024,2 Tms,124.1,3.4,5.04,0.5,train,4.618156711982685,3.758001182721189,3.39519,1.0102287344164802,2.0819748394128132,2.3879640438782745
Martín Pérez,2024,2 Tms,135.0,4.53,4.9,0.5,train,4.766729639797486,4.75195664882856,4.682824,0.8949657262410954,1.0703742278230077,1.2998418072310327
Jonathan Cannon,2024,CHW,115.1,4.53,4.85,0.8,test,4.681541359581175,4.2467354438299765,4.367193,0.8627649273413214,1.4302354750260522,1.379477785735803
Colin Rea,2024,MIL,148.1,4.61,5.01,0.5,train,4.862588693745003,4.6735409286715575,4.6326666,0.8374223333322545,1.2776188767916343,1.4814363962966304
Carlos Carrasco,2024,CLE,103.2,5.64,4.93,0.1,train,4.622176868646749,5.117899639471124,5.3756332,0.8358739655914708,0.48206615814350556,0.4598356322204316
Jordan Montgomery,2024,ARI,104.0,6.4,4.49,0.6,train,4.658235444246789,5.674310124575307,6.1054907,0.8042131899388971,-0.029308743881719942,-0.10332678204874142
James Paxton,2024,2 Tms,100.1,4.4,4.79,0.8,train,4.662917463006034,4.550814095987477,4.3742924,0.7692885726038248,0.9728927613677736,1.194396522509184
Kyle Freeland,2024,COL,113.1,5.24,4.9,0.9,test,4.752987972787854,4.376207349069562,4.7573056,0.7655892562135065,1.2750334239721541,1.0260839615958959
Kyle Hendricks,2024,CHC,116.1,6.27,5.09,0.4,test,4.95968817726744,4.912264398434898,5.101915,0.541825384470601,0.7548458237172709,0.7545828246822583
Griffin Canning,2024,LAA,165.2,5.38,5.41,-0.1,train,5.192296054229464,5.18865354188006,5.2221694,0.3801483452751602,0.6676316435839695,0.9253795421134228
Cal Quantrill,2024,COL,148.1,4.98,5.32,0.5,test,5.253503563255283,5.010046178879109,5.1312413,0.2486047100379137,0.833990009386769,0.9301365506583154
Cristopher Sánchez,2025,PHI,202.0,2.5,2.55,6.4,train,2.4314564599764843,2.7370685805425103,2.6190577,6.136828643621199,5.224654186352263,5.057485103786104
Paul Skenes,2025,PIT,187.2,1.97,2.36,6.5,train,2.2352707646083223,2.235786594144687,2.0679853,6.060722085037115,5.677193048351764,5.457160640242742
Tarik Skubal,2025,DET,195.1,2.21,2.45,6.6,train,2.4328512700371263,2.389095062723235,2.2476828,5.924436618759867,5.650521343590257,5.425698326276209
Garrett Crochet,2025,BOS,205.1,2.59,2.89,5.8,train,2.890030009116657,2.845821577849044,2.7224379,5.274434490574448,5.106279996964873,4.97679098045046
Logan Webb,2025,SFG,207.0,3.22,2.6,5.5,train,2.968007132755207,3.044713910717678,3.1734428,5.159130455552138,4.787094133976955,4.325860415323404
Max Fried,2025,NYY,195.1,2.86,3.07,4.8,train,2.818545997686174,2.943519351335911,2.8146613,5.159114046142869,4.6876407969067,4.599800407707469
Yoshinobu Yamamoto,2025,LAD,173.2,2.49,2.94,5.0,train,2.646227502466439,2.761443932688706,2.5522072,4.8835480072025685,4.442171705584941,4.422865850757585
Hunter Brown,2025,HOU,185.1,2.43,3.14,4.6,train,2.9069981571681858,2.753142123434166,2.4486804,4.728162766754111,4.761057581059347,4.869820740431885
Jesús Luzardo,2025,PHI,183.2,3.92,2.9,5.3,train,2.8994560519602635,3.524823154253321,3.535125,4.693682250731701,3.45373599972417,3.3337759060037464
Ranger Suarez,2025,PHI,157.1,3.2,3.21,4.0,train,2.7989930021028178,3.076402108284597,3.0893009,4.185505123478835,3.588789230973753,3.3817505316025014
Freddy Peralta,2025,MIL,176.2,2.7,3.64,3.6,train,3.134167284428483,2.803470261921817,2.8539498,4.093724879003307,4.453197204848086,4.102515967449107
Carlos Rodón,2025,NYY,195.1,3.09,3.78,3.2,train,3.3883102290637543,3.3765595461021323,3.1725845,4.028547833840865,3.9355706079980957,4.078425952107061
Bryan Woo,2025,SEA,186.2,2.94,3.47,3.6,train,3.3996521022870043,3.3447478706639697,3.1084096,3.823296320132892,3.8087669312235675,3.9815947653280963
Joe Ryan,2025,MIN,166.0,3.36,3.69,3.2,train,3.1905183184979116,3.4834922746015224,3.433504,3.7616063176029746,3.190550839925111,3.1467281885099845
Matthew Boyd,2025,CHC,179.2,3.21,3.65,3.4,train,3.358966502415358,3.211712735386128,3.1684697,3.753715275188765,3.8777957802705596,3.751553318569274
Nathan Eovaldi,2025,TEX,130.0,1.73,2.8,3.7,test,2.6664762907714517,3.0340067205309964,2.5741549,3.6387082898090664,3.0187782040376967,3.2984003683030565
Framber Valdez,2025,HOU,192.0,3.66,3.37,4.0,train,3.6052455238356034,3.6394936940326432,3.7138777,3.5409185028406336,3.423649561808919,3.237668088056484
Zack Wheeler,2025,PHI,149.2,2.71,3.0,4.0,test,3.1087260287478564,3.372802628955568,3.3210607,3.505028764051192,3.014662340952078,2.953522144587564
Kevin Gausman,2025,TOR,193.0,3.59,3.41,4.1,train,3.6739155608062255,3.3911189797013903,3.434899,3.424567537761604,3.8681957510046243,3.656535266665233
Nick Pivetta,2025,SDP,181.2,2.87,3.49,3.7,train,3.5780587529675776,3.1780952383569785,2.9132135,3.3918443341360223,3.975299364369832,4.138755472118585
Chris Sale,2025,ATL,120.0,2.63,2.75,3.4,train,2.640153309852992,2.5558897094327344,2.564884,3.3909338896651726,3.2972909309502114,3.052983532037381
Michael Wacha,2025,KCR,172.2,3.86,3.66,3.6,test,3.598259152203698,3.54327971033868,3.4509053,3.187996969886621,3.2180694736888533,3.2418840477216317
Kris Bubic,2025,KCR,116.1,2.55,2.89,3.3,train,2.7807310608555724,2.7130756983192112,2.570497,3.114734549119294,3.027679263325288,2.9488959643184756
Robbie Ray,2025,SFG,182.1,3.65,3.93,2.2,train,3.765112434516629,3.7102061759536498,3.6650002,3.0622578422303994,3.13249274393344,3.137179850341114
Andrew Abbott,2025,CIN,166.1,2.87,3.66,3.9,train,3.610938950492028,3.0465181460852158,2.942963,3.0536453032149486,3.8385706442866745,3.7569656456685503
Tanner Bibee,2025,CLE,182.1,4.24,4.34,1.9,train,3.7767799433779636,4.1553429981311885,4.0665483,3.04064899315132,2.410926243805777,2.5912333096213724
Dylan Cease,2025,SDP,168.0,4.55,3.56,3.4,train,3.66043996027011,4.273137340599353,4.564823,3.003995776558156,2.0480885452771838,1.7655930965102773
Luis Castillo,2025,SEA,180.2,3.54,3.88,2.6,train,3.7912201181236567,3.5697811115898404,3.5127463,2.9824584536124963,3.3250627519797105,3.3092921957272083
Trevor Rogers,2025,BAL,109.2,1.81,2.82,3.3,test,2.7373705856361044,2.8464863263341367,2.9073737,2.977778214857326,2.7180557988316685,2.498978167866051
Dean Kremer,2025,BAL,163.1,4.19,3.92,2.6,train,3.643840096619689,4.072221397408251,4.010914,2.9439153078899083,2.2800558720137873,2.3886171504893543
Nick Lodolo,2025,CIN,155.2,3.3,3.78,2.8,train,3.5587489055077928,3.610095692039187,3.3883557,2.9356357937526822,2.808064685552758,2.99431751514879
Sonny Gray,2025,STL,180.2,4.28,3.39,3.6,train,3.8170644383145014,4.082036098236999,4.199218,2.935092809152714,2.5033616360060846,2.385700922728509
Merrill Kelly,2025,2 Tms,184.0,3.52,3.76,3.1,train,3.8521610796816335,3.6708268523010923,3.6456738,2.9313080475963362,3.2296765226554647,3.196463126688147
Jacob deGrom,2025,TEX,172.2,2.97,3.64,3.4,train,3.754481356978242,3.4538379019296896,3.0797687,2.914394848134421,3.355172365144064,3.7190501179494997
David Peterson,2025,NYM,168.2,4.22,3.48,3.1,train,3.7416932669323986,3.905223506614747,4.1127596,2.8685733106488613,2.6013915241908427,2.3354069471208954
Quinn Priester,2025,MIL,130.2,2.96,3.69,2.2,train,3.29478809306411,3.246324916433491,3.0747948,2.8122939905442887,2.777345437793194,2.81679986904569
Logan Gilbert,2025,SEA,131.0,3.44,3.35,2.6,train,3.391548350506386,3.3670647986739732,3.400299,2.7006563346000325,2.653613041822596,2.515738539701132
